full_code|main_source|main_code|main_text|sub_source|sub_code|sub_text|sub_sub_source|sub_sub_code|sub_sub_text
Q00-Q99_Q00-Q07_Q03|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q00-Q07|Q00-Q07|Congenital malformations of the nervous system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q00-Q07/Q03|Q03|Congenital hydrocephalus
Q00-Q99_Q00-Q07_Q04|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q00-Q07|Q00-Q07|Congenital malformations of the nervous system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q00-Q07/Q04|Q04|Other congenital malformations of brain
Q00-Q99_Q00-Q07_Q05|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q00-Q07|Q00-Q07|Congenital malformations of the nervous system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q00-Q07/Q05|Q05|Spina bifida
Q00-Q99_Q00-Q07_Q06|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q00-Q07|Q00-Q07|Congenital malformations of the nervous system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q00-Q07/Q06|Q06|Other congenital malformations of spinal cord
Q00-Q99_Q00-Q07_Q07|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q00-Q07|Q00-Q07|Congenital malformations of the nervous system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q00-Q07/Q07|Q07|Other congenital malformations of nervous system
Q00-Q99_Q10-Q18_Q10|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q10-Q18|Q10-Q18|Congenital malformations of eye, ear, face and neck|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q10-Q18/Q10|Q10|Congenital malformations of eyelid, lacrimal apparatus and orbit
Q00-Q99_Q10-Q18_Q11|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q10-Q18|Q10-Q18|Congenital malformations of eye, ear, face and neck|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q10-Q18/Q11|Q11|Anophthalmos, microphthalmos and macrophthalmos
Q00-Q99_Q10-Q18_Q12|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q10-Q18|Q10-Q18|Congenital malformations of eye, ear, face and neck|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q10-Q18/Q12|Q12|Congenital lens malformations
Q00-Q99_Q10-Q18_Q13|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q10-Q18|Q10-Q18|Congenital malformations of eye, ear, face and neck|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q10-Q18/Q13|Q13|Congenital malformations of anterior segment of eye
Q00-Q99_Q10-Q18_Q14|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q10-Q18|Q10-Q18|Congenital malformations of eye, ear, face and neck|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q10-Q18/Q14|Q14|Congenital malformations of posterior segment of eye
Q00-Q99_Q10-Q18_Q15|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q10-Q18|Q10-Q18|Congenital malformations of eye, ear, face and neck|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q10-Q18/Q15|Q15|Other congenital malformations of eye
Q00-Q99_Q10-Q18_Q16|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q10-Q18|Q10-Q18|Congenital malformations of eye, ear, face and neck|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q10-Q18/Q16|Q16|Congenital malformations of ear causing impairment of hearing
Q00-Q99_Q10-Q18_Q17|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q10-Q18|Q10-Q18|Congenital malformations of eye, ear, face and neck|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q10-Q18/Q17|Q17|Other congenital malformations of ear
Q00-Q99_Q10-Q18_Q18|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q10-Q18|Q10-Q18|Congenital malformations of eye, ear, face and neck|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q10-Q18/Q18|Q18|Other congenital malformations of face and neck
Q00-Q99_Q20-Q28_Q20|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q20-Q28|Q20-Q28|Congenital malformations of the circulatory system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q20-Q28/Q20|Q20|Congenital malformations of cardiac chambers and connections
Q00-Q99_Q20-Q28_Q21|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q20-Q28|Q20-Q28|Congenital malformations of the circulatory system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q20-Q28/Q21|Q21|Congenital malformations of cardiac septa
Q00-Q99_Q20-Q28_Q22|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q20-Q28|Q20-Q28|Congenital malformations of the circulatory system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q20-Q28/Q22|Q22|Congenital malformations of pulmonary and tricuspid valves
Q00-Q99_Q20-Q28_Q23|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q20-Q28|Q20-Q28|Congenital malformations of the circulatory system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q20-Q28/Q23|Q23|Congenital malformations of aortic and mitral valves
Q00-Q99_Q20-Q28_Q24|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q20-Q28|Q20-Q28|Congenital malformations of the circulatory system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q20-Q28/Q24|Q24|Other congenital malformations of heart
Q00-Q99_Q20-Q28_Q25|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q20-Q28|Q20-Q28|Congenital malformations of the circulatory system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q20-Q28/Q25|Q25|Congenital malformations of great arteries
Q00-Q99_Q20-Q28_Q26|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q20-Q28|Q20-Q28|Congenital malformations of the circulatory system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q20-Q28/Q26|Q26|Congenital malformations of great veins
Q00-Q99_Q20-Q28_Q27|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q20-Q28|Q20-Q28|Congenital malformations of the circulatory system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q20-Q28/Q27|Q27|Other congenital malformations of peripheral vascular system
Q00-Q99_Q20-Q28_Q28|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q20-Q28|Q20-Q28|Congenital malformations of the circulatory system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q20-Q28/Q28|Q28|Other congenital malformations of circulatory system
Q00-Q99_Q30-Q34_Q30|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q30-Q34|Q30-Q34|Congenital malformations of the respiratory system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q30-Q34/Q30|Q30|Congenital malformations of nose
Q00-Q99_Q30-Q34_Q31|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q30-Q34|Q30-Q34|Congenital malformations of the respiratory system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q30-Q34/Q31|Q31|Congenital malformations of larynx
Q00-Q99_Q30-Q34_Q32|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q30-Q34|Q30-Q34|Congenital malformations of the respiratory system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q30-Q34/Q32|Q32|Congenital malformations of trachea and bronchus
Q00-Q99_Q30-Q34_Q33|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q30-Q34|Q30-Q34|Congenital malformations of the respiratory system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q30-Q34/Q33|Q33|Congenital malformations of lung
Q00-Q99_Q30-Q34_Q34|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q30-Q34|Q30-Q34|Congenital malformations of the respiratory system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q30-Q34/Q34|Q34|Other congenital malformations of respiratory system
Q00-Q99_Q35-Q37_Q35|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q35-Q37|Q35-Q37|Cleft lip and cleft palate|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q35-Q37/Q35|Q35|Cleft palate
Q00-Q99_Q35-Q37_Q36|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q35-Q37|Q35-Q37|Cleft lip and cleft palate|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q35-Q37/Q36|Q36|Cleft lip
Q00-Q99_Q35-Q37_Q37|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q35-Q37|Q35-Q37|Cleft lip and cleft palate|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q35-Q37/Q37|Q37|Cleft palate with cleft lip
Q00-Q99_Q38-Q45_Q38|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q38-Q45|Q38-Q45|Other congenital malformations of the digestive system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q38-Q45/Q38|Q38|Other congenital malformations of tongue, mouth and pharynx
Q00-Q99_Q38-Q45_Q39|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q38-Q45|Q38-Q45|Other congenital malformations of the digestive system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q38-Q45/Q39|Q39|Congenital malformations of esophagus
Q00-Q99_Q38-Q45_Q40|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q38-Q45|Q38-Q45|Other congenital malformations of the digestive system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q38-Q45/Q40|Q40|Other congenital malformations of upper alimentary tract
Q00-Q99_Q38-Q45_Q41|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q38-Q45|Q38-Q45|Other congenital malformations of the digestive system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q38-Q45/Q41|Q41|Congenital absence, atresia and stenosis of small intestine
Q00-Q99_Q38-Q45_Q42|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q38-Q45|Q38-Q45|Other congenital malformations of the digestive system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q38-Q45/Q42|Q42|Congenital absence, atresia and stenosis of large intestine
Q00-Q99_Q38-Q45_Q43|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q38-Q45|Q38-Q45|Other congenital malformations of the digestive system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q38-Q45/Q43|Q43|Other congenital malformations of intestine
Q00-Q99_Q38-Q45_Q44|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q38-Q45|Q38-Q45|Other congenital malformations of the digestive system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q38-Q45/Q44|Q44|Congenital malformations of gallbladder, bile ducts and liver
Q00-Q99_Q38-Q45_Q45|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q38-Q45|Q38-Q45|Other congenital malformations of the digestive system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q38-Q45/Q45|Q45|Other congenital malformations of digestive system
Q00-Q99_Q50-Q56_Q50|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q50-Q56|Q50-Q56|Congenital malformations of genital organs|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q50-Q56/Q50|Q50|Congenital malformations of ovaries, fallopian tubes and broad ligaments
Q00-Q99_Q50-Q56_Q51|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q50-Q56|Q50-Q56|Congenital malformations of genital organs|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q50-Q56/Q51|Q51|Congenital malformations of uterus and cervix
Q00-Q99_Q50-Q56_Q52|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q50-Q56|Q50-Q56|Congenital malformations of genital organs|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q50-Q56/Q52|Q52|Other congenital malformations of female genitalia
Q00-Q99_Q50-Q56_Q53|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q50-Q56|Q50-Q56|Congenital malformations of genital organs|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q50-Q56/Q53|Q53|Undescended and ectopic testicle
Q00-Q99_Q50-Q56_Q54|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q50-Q56|Q50-Q56|Congenital malformations of genital organs|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q50-Q56/Q54|Q54|Hypospadias
Q00-Q99_Q50-Q56_Q55|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q50-Q56|Q50-Q56|Congenital malformations of genital organs|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q50-Q56/Q55|Q55|Other congenital malformations of male genital organs
Q00-Q99_Q50-Q56_Q56|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q50-Q56|Q50-Q56|Congenital malformations of genital organs|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q50-Q56/Q56|Q56|Indeterminate sex and pseudohermaphroditism
Q00-Q99_Q60-Q64_Q60|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q60-Q64|Q60-Q64|Congenital malformations of the urinary system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q60-Q64/Q60|Q60|Renal agenesis and other reduction defects of kidney
Q00-Q99_Q60-Q64_Q61|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q60-Q64|Q60-Q64|Congenital malformations of the urinary system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q60-Q64/Q61|Q61|Cystic kidney disease
Q00-Q99_Q60-Q64_Q62|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q60-Q64|Q60-Q64|Congenital malformations of the urinary system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q60-Q64/Q62|Q62|Congenital obstructive defects of renal pelvis and congenital malformations of ureter
Q00-Q99_Q60-Q64_Q63|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q60-Q64|Q60-Q64|Congenital malformations of the urinary system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q60-Q64/Q63|Q63|Other congenital malformations of kidney
Q00-Q99_Q60-Q64_Q64|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q60-Q64|Q60-Q64|Congenital malformations of the urinary system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q60-Q64/Q64|Q64|Other congenital malformations of urinary system
Q00-Q99_Q65-Q79_Q65|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79|Q65-Q79|Congenital malformations and deformations of the musculoskeletal system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79/Q65|Q65|Congenital deformities of hip
Q00-Q99_Q65-Q79_Q66|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79|Q65-Q79|Congenital malformations and deformations of the musculoskeletal system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79/Q66|Q66|Congenital deformities of feet
Q00-Q99_Q65-Q79_Q67|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79|Q65-Q79|Congenital malformations and deformations of the musculoskeletal system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79/Q67|Q67|Congenital musculoskeletal deformities of head, face, spine and chest
Q00-Q99_Q65-Q79_Q68|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79|Q65-Q79|Congenital malformations and deformations of the musculoskeletal system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79/Q68|Q68|Other congenital musculoskeletal deformities
Q00-Q99_Q65-Q79_Q69|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79|Q65-Q79|Congenital malformations and deformations of the musculoskeletal system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79/Q69|Q69|Polydactyly
Q00-Q99_Q65-Q79_Q70|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79|Q65-Q79|Congenital malformations and deformations of the musculoskeletal system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79/Q70|Q70|Syndactyly
Q00-Q99_Q65-Q79_Q71|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79|Q65-Q79|Congenital malformations and deformations of the musculoskeletal system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79/Q71|Q71|Reduction defects of upper limb
Q00-Q99_Q65-Q79_Q72|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79|Q65-Q79|Congenital malformations and deformations of the musculoskeletal system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79/Q72|Q72|Reduction defects of lower limb
Q00-Q99_Q65-Q79_Q73|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79|Q65-Q79|Congenital malformations and deformations of the musculoskeletal system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79/Q73|Q73|Reduction defects of unspecified limb
Q00-Q99_Q65-Q79_Q74|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79|Q65-Q79|Congenital malformations and deformations of the musculoskeletal system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79/Q74|Q74|Other congenital malformations of limb(s)
Q00-Q99_Q65-Q79_Q75|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79|Q65-Q79|Congenital malformations and deformations of the musculoskeletal system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79/Q75|Q75|Other congenital malformations of skull and face bones
Q00-Q99_Q65-Q79_Q76|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79|Q65-Q79|Congenital malformations and deformations of the musculoskeletal system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79/Q76|Q76|Congenital malformations of spine and bony thorax
Q00-Q99_Q65-Q79_Q77|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79|Q65-Q79|Congenital malformations and deformations of the musculoskeletal system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79/Q77|Q77|Osteochondrodysplasia with defects of growth of tubular bones and spine
Q00-Q99_Q65-Q79_Q78|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79|Q65-Q79|Congenital malformations and deformations of the musculoskeletal system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79/Q78|Q78|Other osteochondrodysplasias
Q00-Q99_Q65-Q79_Q79|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79|Q65-Q79|Congenital malformations and deformations of the musculoskeletal system|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q65-Q79/Q79|Q79|Congenital malformations of musculoskeletal system, not elsewhere classified
Q00-Q99_Q80-Q89_Q80|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q80-Q89|Q80-Q89|Other congenital malformations|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q80-Q89/Q80|Q80|Congenital ichthyosis
Q00-Q99_Q80-Q89_Q81|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q80-Q89|Q80-Q89|Other congenital malformations|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q80-Q89/Q81|Q81|Epidermolysis bullosa
Q00-Q99_Q80-Q89_Q82|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q80-Q89|Q80-Q89|Other congenital malformations|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q80-Q89/Q82|Q82|Other congenital malformations of skin
Q00-Q99_Q80-Q89_Q83|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q80-Q89|Q80-Q89|Other congenital malformations|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q80-Q89/Q83|Q83|Congenital malformations of breast
Q00-Q99_Q80-Q89_Q84|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q80-Q89|Q80-Q89|Other congenital malformations|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q80-Q89/Q84|Q84|Other congenital malformations of integument
Q00-Q99_Q80-Q89_Q85|https://www.icd10data.com/Q00-Q99|Q00-Q99|Congenital malformations, deformations and chromosomal abnormalities|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q80-Q89|Q80-Q89|Other congenital malformations|https://www.icd10data.com/ICD10CM/Codes/Q00-Q99/Q80-Q89/Q85|Q85|Phakomatoses, not elsewhere classified
