full_code|main_source|main_code|main_text|sub_source|sub_code|sub_text
V00-Y99_W50-W64|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W50-W64|W50-W64|Exposure to animate mechanical forces
V00-Y99_W65-W74|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W65-W74|W65-W74|Accidental non-transport drowning and submersion
V00-Y99_W85-W99|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W85-W99|W85-W99|Exposure to electric current, radiation and extreme ambient air temperature and pressure
V00-Y99_X00-X08|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X00-X08|X00-X08|Exposure to smoke, fire and flames
V00-Y99_X10-X19|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X10-X19|X10-X19|Contact with heat and hot substances
V00-Y99_X30-X39|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X30-X39|X30-X39|Exposure to forces of nature
V00-Y99_X50-X50|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X50-X50|X50-X50|Overexertion and strenuous or repetitive movements
V00-Y99_X52-X58|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X52-X58|X52-X58|Accidental exposure to other specified factors
V00-Y99_X71-X83|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X71-X83|X71-X83|Intentional self-harm
V00-Y99_X92-Y09|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/X92-Y09|X92-Y09|Assault
V00-Y99_Y21-Y33|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y21-Y33|Y21-Y33|Event of undetermined intent
V00-Y99_Y35-Y38|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y35-Y38|Y35-Y38|Legal intervention, operations of war, military operations, and terrorism
V00-Y99_Y62-Y69|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y62-Y69|Y62-Y69|Misadventures to patients during surgical and medical care
V00-Y99_Y70-Y82|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y70-Y82|Y70-Y82|Medical devices associated with adverse incidents in diagnostic and therapeutic use
V00-Y99_Y83-Y84|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y83-Y84|Y83-Y84|Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure
V00-Y99_Y90-Y99|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/Y90-Y99|Y90-Y99|Supplementary factors related to causes of morbidity classified elsewhere
Z00-Z99_Z00-Z13|https://www.icd10data.com/Z00-Z99|Z00-Z99|Factors influencing health status and contact with health services|https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z00-Z13|Z00-Z13|Persons encountering health services for examinations
Z00-Z99_Z14-Z15|https://www.icd10data.com/Z00-Z99|Z00-Z99|Factors influencing health status and contact with health services|https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z14-Z15|Z14-Z15|Genetic carrier and genetic susceptibility to disease
Z00-Z99_Z16-Z16|https://www.icd10data.com/Z00-Z99|Z00-Z99|Factors influencing health status and contact with health services|https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z16-Z16|Z16-Z16|Resistance to antimicrobial drugs
Z00-Z99_Z17-Z17|https://www.icd10data.com/Z00-Z99|Z00-Z99|Factors influencing health status and contact with health services|https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z17-Z17|Z17-Z17|Estrogen receptor status
Z00-Z99_Z18-Z18|https://www.icd10data.com/Z00-Z99|Z00-Z99|Factors influencing health status and contact with health services|https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z18-Z18|Z18-Z18|Retained foreign body fragments
Z00-Z99_Z19-Z19|https://www.icd10data.com/Z00-Z99|Z00-Z99|Factors influencing health status and contact with health services|https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z19-Z19|Z19-Z19|Hormone sensitivity malignancy status
Z00-Z99_Z20-Z29|https://www.icd10data.com/Z00-Z99|Z00-Z99|Factors influencing health status and contact with health services|https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z20-Z29|Z20-Z29|Persons with potential health hazards related to communicable diseases
Z00-Z99_Z30-Z39|https://www.icd10data.com/Z00-Z99|Z00-Z99|Factors influencing health status and contact with health services|https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z30-Z39|Z30-Z39|Persons encountering health services in circumstances related to reproduction
Z00-Z99_Z40-Z53|https://www.icd10data.com/Z00-Z99|Z00-Z99|Factors influencing health status and contact with health services|https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z40-Z53|Z40-Z53|Encounters for other specific health care
Z00-Z99_Z55-Z65|https://www.icd10data.com/Z00-Z99|Z00-Z99|Factors influencing health status and contact with health services|https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z55-Z65|Z55-Z65|Persons with potential health hazards related to socioeconomic and psychosocial circumstances
Z00-Z99_Z66-Z66|https://www.icd10data.com/Z00-Z99|Z00-Z99|Factors influencing health status and contact with health services|https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z66-Z66|Z66-Z66|Do not resuscitate status
Z00-Z99_Z67-Z67|https://www.icd10data.com/Z00-Z99|Z00-Z99|Factors influencing health status and contact with health services|https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z67-Z67|Z67-Z67|Blood type
Z00-Z99_Z68-Z68|https://www.icd10data.com/Z00-Z99|Z00-Z99|Factors influencing health status and contact with health services|https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z68-Z68|Z68-Z68|Body mass index (BMI)
Z00-Z99_Z69-Z76|https://www.icd10data.com/Z00-Z99|Z00-Z99|Factors influencing health status and contact with health services|https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z69-Z76|Z69-Z76|Persons encountering health services in other circumstances
Z00-Z99_Z77-Z99|https://www.icd10data.com/Z00-Z99|Z00-Z99|Factors influencing health status and contact with health services|https://www.icd10data.com/ICD10CM/Codes/Z00-Z99/Z77-Z99|Z77-Z99|Persons with potential health hazards related to family and personal history and certain conditions influencing health status
